"Name","Account Category","Billing City","Billing State","Billing Postal Code","Date Subscribed","ID","Config ID","Subscription Status","Subscription Opportunity","Subscription Fee","Twitter"
"Medical Pharmacy West","Affiliate","Zachary","LA","70791","","687a9fcf-8dac-d88b-e05d-52a9f3b1d411","","","","","No"
"Cassidy's Pharmacy, Inc","Affiliate","Jennings","LA","70546","","f04439bf-f012-d407-f062-52a9f3d7eb61","","","","","No"
"La Botica Health Mart Pharmacy","Affiliate","Coachella","CA","92236","09/03/2015","52b13922-02ff-e088-3628-51d2d8ba0f3d","7602963468","","Mobile (Monthly)","","Yes"
"Ritter Pharmacy","Affiliate","Bethlehem","PA","18015","","cc74f02a-81a1-11b6-7ff2-52b887aca638","","","","","No"
"Village Pharmacy- Central Square","Affiliate","Central Square","NY","13036","","b0c4b593-794e-9724-40c3-5451428d1f24","3156682659","","Mobile (Monthly)","","Yes"
"Minnich's Pharmacy","Affiliate","York","PA","17403","07/27/2015","9609e395-6cfe-3f89-5f1e-52b88700b8f5","7178482312","","Mobile (Monthly)","","No"
"Gaston Family Pharmacy","Affiliate","Gaston","SC","29053","","25c38876-76d8-099e-c60c-532a020a57cd","","","","","No"
"Nevada Rehab Centers","Affiliate","Las Vegas","NV","89108","","8a7403f9-aa2e-944c-59a7-506f2a23a3db","","","","","No"
"Forum Extended Care","Affiliate","Chicago","IL","60646","","5512edf1-acf7-7770-c2c7-520e8dc953f2","","","Prime Free NCPA Member Benefit","","Yes"
"Saiff Drugs","Affiliate","Highland Park","NJ","08904","07/16/2015","e517d2d8-cb5c-d551-fbe6-5202b0c136ef","7325450687","","","","Yes"
"Thrifty White Pharmacy-Granite Falls","Affiliate","Granite Falls","MN","56241","","159b1fe1-7785-154c-cb7f-522f7b411bac","","","","","No"
"Medical Center Pharmacy - Sedalia","Affiliate","Sedalia","Missouri","","","84253550-b311-5eff-212b-53fe2fa8c7a3","","","Prime Free NCPA Member Benefit","","No"
"Medicap Pharmacy #8089 Eldorado","Affiliate","Eldorado","IL","62930","","532300c5-fdd1-1d4c-8969-53078b455079","","","","","No"
"Alltop","Partner","","","","","8052ab06-4f2b-713a-af18-50a56d92fa94","","","","","No"
"Thrifty White Pharmacy-Marshall","Affiliate","Marshall","MN","56258","","8b1c8dfd-c4c8-9654-aef5-522f7b209666","","","","","No"
"Cortez Drugs","Affiliate","Brooksville","FL","34613","04/21/2015","5944c034-30e1-c2ce-245d-535975abdc4b","","","Prime Free NCPA Member Benefit","","No"
"Weatherwax Sav-Mor Spring Arbor","Affiliate","Spring Arbor","MI","49283","","c7a73fde-c8a0-f2b7-41ec-52b49ca8dcad","","","","","No"
"Island Pharmacy","Affiliate","Philadelphia","PA","19133","","b32f69e1-e924-c404-fa16-52b886ff45fd","","","","","No"
"Goudeau's Healthmart Pharmacy","Affiliate","Plaquemine","LA","70764","05/13/2015","7fd91de4-7bf9-d7c1-3aa1-52a9f35f677c","2256874349","","Premier Monthly","","No"
"Arrowhead Healthmart Pharmacy","Affiliate","Jonesboro","GA","30236","06/30/2015","797605c7-76da-07a5-8547-554cddc4f94e","","","Website Only Yearly","","No"
"Express Pharmacy - Woodbridge, VA","Affiliate","Woodbridge","VA","22192","","a284c849-58db-99b5-8788-525c796c05d5","","","","","Yes"
"Macs Medicine Mart Inc","Affiliate","Kingsport","TN","37664-2501","09/22/2015","1c899b50-82ff-2ad7-4eb5-557b0380fcc1","4232452181","","Mobile (Monthly)","","No"
"Harper Pharmacy","Affiliate","Harper","KS","67058","","427f05c2-6837-5a6c-ad31-51e447c7b918","","","","","No"
"Prescription Center Plus","Affiliate","South Park","PA","15129","","c865a539-9524-aded-8fff-5252d771ab83","4128354552","","Platinum Monthly","","Yes"
"Rely Care, LLP","Affiliate","Lincoln","NE","68505","04/09/2015","b98f84fb-c1c7-8b2e-03e8-521e3482eb8c","4024667283","","","","Yes"
"Danny's Pharmacy","Affiliate","Bronx","NY","10473","10/02/2015","3a83acf8-c614-91d0-0ebe-560ec41df021","7183286777","","Mobile (Monthly)","","No"
"Horton's Drugstore","Affiliate","Athens","GA","30601","","7ca10381-1847-1e4a-334a-52026c2c1e31","","","","","Yes"
"Mackenthun Beck Pharmacy","Affiliate","Waconia","MN","55387","","98d00224-e81b-5f35-35b3-5227417dbc2c","","","","","Yes"
"Cooks Pharmacy - Kingston","Affiliate","Kingston","PA","18704","","65c1eb83-ff8a-d437-8924-52b886e8903d","","","","","No"
"Blairsville Pharmacy","Affiliate","Blairsville","PA","15717","","efcbef47-9084-50cb-b5ad-52b88620956a","","","","","No"
"Harden Home Option of Houston","Affiliate","Bellaire","Texas","77401","","4979222a-72e6-5f82-cd97-51c1ce8a24a6","","","","","No"
"Holmesburg Pharmacy","Affiliate","Philadelphia","PA","19136","","d533a393-6e26-4637-f4d2-52b886f523b1","","","","","No"
"Daniel's Pharmacy - Barnwell, SC(child)","Affiliate","Barnwell","SC","29817","","7f5f7c93-b23b-3840-c009-5362698bc679","","","","","No"
"York Street Pharmacy","Affiliate","Philadelphia","PA","19125","","eb3cb846-e502-6c77-5d45-52b887a0df9e","","","","","No"
"Hobbs Pharmacy","Affiliate","Merritt Island","FL","32952","","66279ab6-575f-d35b-4a68-525c2a56a8d4","","","Pro Monthly","","Yes"
"Doc's Drugs Momence (child)","Affiliate","Momence","IL","60954","","431032a9-1540-28fd-1307-524f106b8285","","","","","No"
"Cashway Pharmacy of Jeanerette","Affiliate","Jeanerette","LA","70544","","dbeb677f-23dc-cd73-431f-52a9f3be49df","","","","","No"
"Pharmacy Plus Programs","Partner","Maryville","TN","","","7dfa45f2-0578-61ba-edef-526096064e76","","","","","No"
"Broadway Drug Center","Affiliate","Broadway","VA","22815","04/28/2015","3b969a57-183d-9688-52ec-53c009d51494","5408963251","","Platinum Monthly","","Yes"
"UVANTA Pharmacy - Southern Illinois","Affiliate","Marion","IL","62959","","ba838389-6bb4-3d1a-2edc-51c89f108f1d","","","","","No"
"Altru Clinic Pharmacy 1380 S Columbia","Affiliate","Grand Forks","ND","58201","","ebe6bdfe-1eb5-0111-fb02-52c5b6387605","","","","","No"
"A&O Peninsula Pharmacy","Affiliate","Burlingame","CA","94010","","5e585346-5383-ba77-53d4-520e97362fb9","6506926569","","","","Yes"
"Riverside Pharmacy","Affiliate","Salisbury","MD","21801","07/30/2015","e314572f-361d-fd7f-ca38-520e99cd2dc0","4107421188","","Premier Monthly","","No"
"Cropwell Pharmacy","Affiliate","Marlton","NJ","08053","","3f63c420-94c3-a9c1-ed48-52b886ded441","","","","","No"
"V&S Pharmacy","Affiliate","Stonington","ME","04681","","f31609ce-91b4-5f6c-c76c-51bf496a9b7d","","","","","Yes"
"Kelley Med Care Pharmacy DNC","Affiliate","Ironton","OH","45638","","8bc8f86d-c1e1-9896-242b-5239eb354817","","","Pro Monthly","","Yes"
"Stockmen's Drug","Affiliate","Gordon","NE","69138","","e3c18596-240c-a5dd-7d86-535eb252c605","","","Prime Free NCPA Member Benefit","","No"
"Pharm-A-Save Pharmacy","Affiliate","Granite Falls","WA","98252-0990","","2530ec32-0c78-02a3-650c-521250dba27b","","","Pro Monthly","","No"
"Lindenwood Drug","Affiliate","St. Louis","MO","63109","","9d660a48-b848-24d7-3690-53ea2d4d5519","","","Prime Free NCPA Member Benefit","","Yes"
"Charlesmead Pharmacy","Affiliate","Baltimore","MD","21212","09/14/2015","24211876-f6c2-f8de-78c5-55f6e5274eb7","4104350210","","Premier Monthly","","No"
"W.B. Drug","Affiliate","Greeley","CO","80632","","4ca6faa0-a6a2-b550-2008-535eb207e3c6","","","Mobile (Monthly)","","No"
"Chateau Drugs","Affiliate","Metairie","LA","70002-7130","","7fb8a084-c870-775e-672a-52a9f3a0225e","","","","","No"
"Fino's Pharmacy - Pittston","Affiliate","Pittston","PA","18640","","34e8fa79-e22b-6806-55e6-52b88601780c","","","","","No"
"Thrifty Way Pharmacy of Basile","Affiliate","Basile","LA","70515-0426","","d45a5214-197e-e19f-9ca7-52a9f3830c7e","","","","","No"
"iLife Health Center","Affiliate","","","","","1057e4e7-cd87-be19-cbb4-51b61032d45f","","","","","No"
"Thorpe Lane Pharmacy","Affiliate","San Marcos","TX","78666","","9026d4d8-7a90-e385-e272-519e54c19b7b","","","","","Yes"
"Redner's Pharmacy #23","Affiliate","Fredericksburg","PA","17026","","be532ee3-79c1-d262-2f53-521782c979a2","","","","","No"
"Shane's Pharmacy (parent)","Affiliate","Fort Pierre","SD","57532-7303","","474fd8c0-6ec0-87e3-fb94-53078b8d489f","","","Digital Marketing (Base)","","Yes"
"Thrifty White Pharmacy-Brainerd","Affiliate","Brainerd","MN","56401","","31c2efc8-3cec-fde1-a5aa-522f7ba06fec","","","","","No"
"Baya Medical","Affiliate","Lake City","FL","32055","","b88b0889-c6fa-27fb-d02b-51e6b344e95e","","","","","No"
"Medicap Pharmacy #8034 Creston","Affiliate","Creston","IA","50801","","70aceb43-968f-ddb4-ee6a-53078b6a99f9","","","","","No"
"Foer's Pharmacy Child","Affiliate","Washington","DC","20006","","24c1040b-8677-b5ff-dec6-55a947b2cc03","","","","","No"
"Lakeland Pharmacy - Crane (child)","Affiliate","Crane","MO","65633","","ac5b003f-fde6-9911-3c79-51fbdcc59312","","","","","No"
"Gordon Drug Store, Inc","Affiliate","Lake Charles","LA","70601","","de04d0a2-9fa9-3439-b13e-52a9f398e42c","","","","","No"
"Brown Drug Company","Affiliate","Quincy","IL","62301","05/15/2015","3b86ec1c-4864-bd8d-634f-53ea425bf901","2172286400","","Premier Monthly","","Yes"
"Hazard's Pharmacy","Affiliate","Cornwall","NY","12518-1579","","14cd5252-43ca-d2cb-ccf0-535975467437","","","Prime Free NCPA Member Benefit","","Yes"
"Stephens Pharmacy - Honesdale","Affiliate","Honesdale","PA","18431","04/06/2015","bdb97be9-5d86-75ee-7036-535976a805d3","","","Digital Marketing (Base)","","No"
"Parkside Pharmacy","Affiliate","Sacramento","CA","95822","","c643d046-e09a-2ce2-54ba-5267f8b818a7","","","","","Yes"
"Medicine Shoppe 2005","Affiliate","Cumberland","MD","21502","","9869ab17-98a9-39a0-ba64-53c43e63c056","","","Prime Free NCPA Member Benefit","","Yes"
"Medicine Shoppe- Los Osos","Affiliate","Los Osos","CA","93402","","f1765f1d-843b-6fe7-61be-533335879c17","","","Pro Monthly","","No"
"Tri State Pharmacy","Affiliate","Weirton","WV","26062","07/24/2015","3367f39a-9ed6-f106-36e9-520e99824fc6","3045271004","","","","Yes"
"Strickland's Pharmacy","Affiliate","Glennville","GA","30427","","ab2e0e99-1290-5765-369f-5486225fedf2","","","Pro Monthly","","Yes"
"Brandt Pharmacy","Affiliate","Marengo","IL","60152","08/11/2015","30633a62-348c-fe4c-9c86-535975135ab5","8155687242","","Mobile (Monthly)","","Yes"
"First Street Pharmacy","Affiliate","Santa Ana","CA","92705","","67859da0-aec6-7e2c-6e20-532a0dcd191a","","","Premier Monthly","","No"
"Robinson Drug & Compounding Center","Affiliate","Mendham","NJ","07945","06/02/2015","8e6f0e63-4550-09ca-f1c1-535976a5c6a5","9735432525","","Platinum Monthly","","Yes"
"Fred's Pharmacy of Three Rivers","Affiliate","Three Rivers","MI","49093","","550e2a37-3706-d6ab-ec77-53597572eef1","","","SEO Lite Monthly","","No"
"Mountain View Pharmacy - AZ","Affiliate","Scottsdale","Arizona","85253","","e4191f61-916b-63b7-532f-5508a78bf7fc","","","","","No"
"Comprehensive Neurobehavioral Specialists","Affiliate","Los Angeles","CA","90049","","3363bd43-c759-e51c-99fe-4fe900ed34e9","","","","","Yes"
"True Custom Pharmacy","Affiliate","Austin","TX","78746","07/13/2015","b56b82e2-fce9-f48e-231d-51b20d9c2b37","8883827301","","Premier Monthly","","No"
"Mr. Discount Drugs Inc","Affiliate","West Monroe","LA","71292","","dec2205b-55de-777c-83dd-52a9f314e608","","","Pro Monthly","","No"
"Amicare Pharmacy (CHILD","Affiliate","Bettendorf","IA","52722","","5bc2c7e5-33bb-ef3c-81e7-53597582a6d2","","","","","No"
"Frd Sav-Mor Pharmacy","Affiliate","Hamtramck","MI","48212","","3b768d28-2774-50bf-be36-52b49cde651b","","","","","No"
"Star Drug Health Mart","Affiliate","Walsenburg","CO","81089","","cc4864fa-108c-2698-e6b4-52a62a6cece8","7197381130","","Pro Monthly","","Yes"
"Super Farmacia Rebeca","Affiliate","Isabela","PR","662","","79b617d5-2700-7168-6df7-525f2442d777","","","","","Yes"
"Save-Rite Drugs Radcliff  (Child)","Affiliate","Radcliff","KY","40160","","32990061-a0d4-0cdb-85d6-521d011bd09f","","","","","No"
"Medicap Pharmacy #8070 Scott City","Affiliate","Scott City","MO","63780","","b52455d6-7d31-6ead-6ab3-53078bc77d6c","","","","","No"
"Beretania Times Pharmacy","Affiliate","Honolulu","HI","96814","","e66a65a5-9938-6c63-0c06-52210b56175a","","","","","No"
"Brookville Pharmacy And Wellness","Affiliate","Chevy Chase","MD","20815","","4eacf972-af3d-101f-fccf-527d16755819","","","","","No"
"Barney's Pharmacy Inc","Affiliate","Augusta","GA","","","d2c1033c-8c9c-2c6f-a9dc-535976b5aba3","7067985645","","Mobile (Yearly)","","Yes"
"General Meyer Pharmacy","Affiliate","New Orleans","LA","70114","","2f9ceb00-ae3d-6454-6a08-530e1ec1200a","","","","","No"
"Ladd Family Pharmacy","Affiliate","BOISE","ID","83706","","e06de972-1996-38fd-4854-525ee5474541","2089470877","","","","No"
"Eldon Drug Co.","Affiliate","Eldon","MO","65026","","831549ea-ce44-2140-ab49-51a8d002b9f0","5733924588","","Pro Yearly","","Yes"
"Ed Snell's Pharmacy Shop","Affiliate","Pocatello","ID","83201-5284","04/28/2015","d9f3fd83-488a-b96d-41a4-5230ede06f96","2082320049","","Prime Free NCPA Member Benefit","","Yes"
"Jogi Discount Pharmacy","Affiliate","Atlantic City","NJ","08401","","16b732de-442a-b97e-c187-52b8862aba47","","","","","No"
"Greentree Pharmacy","Affiliate","Kirkwood","MO","63122","","8fb4e552-4812-4b56-0ba3-5231f3aa7135","","","","","No"
"Vicco Prescription Center","Affiliate","Scuddy","KY","41760","10/09/2015","1acb0c6a-70ca-db72-11e7-53597629255c","6064762333","","Premier Monthly","","No"
"Park Pharmacy El Sobrante","Affiliate","El Sobrante","CA","94803","","3a7140fa-a1df-2c35-dd50-53078b7f564e","","","","","Yes"
"Tanglewood Medical Supplies and Pharmacy","Affiliate","Stephenville","TX","76401","","757bc92e-f53a-fdc3-60c6-521b705b25c3","2549687657","","Mobile (Monthly)","","Yes"
"Lincoln Pharmacy","Affiliate","Tacoma","WA","98418","","21fb2f47-ec11-8221-8ca2-52af6c201240","2534731155","","Pro Monthly","","Yes"
"Sherwood Pharmacy","Affiliate","Spring Hill","FL","34609","06/29/2015","cad967af-fa5a-22bb-32fa-535975c44bdd","3528357937","","Mobile (Monthly)","","No"
"Sarcoxie Pharmacy","Affiliate","Sarcoxie","MO","64862","","e4832819-7127-735d-4751-557b06d35254","","","Prime Free NCPA Member Benefit","","No"
"Trans Drug Store- Spruce Street","Affiliate","Philadelphia","PA","19139","","6c881f17-9222-2a83-a193-52b887714e31","","","","","No"
"The Medicine Shoppe #0354 Marshall","Affiliate","Marshall","IL","62441","","9f8aa062-f900-ef33-f44e-53078b9086b8","","","","","No"
"Desert Sky Pharmacy","Affiliate","Peoria","AZ","85381","","388b639d-bc99-f126-6182-53597487a0a9","","","Platinum Monthly","","Yes"
"La Milagrosa Pharmacy","Affiliate","MIAMI","FL","33130","","2ab373e4-2d58-54b4-068b-5360162d4ac4","3055451127","","Platinum Monthly","","No"
"Courtney's ThriftyWay Pharmacy","Affiliate","Arnaudville","LA","70512","","a8361925-f580-ec09-e6ab-52a9f32d4432","","","Platinum Monthly","","No"
"Thrifty White Pharmacy-Clearbrook","Affiliate","Clearbrook","MN","56634","","68241a81-7e3e-f0a3-b680-522f7ba4a34e","","","","","No"
"Medicap Pharmacy #8023 Newton","Affiliate","Newton","IA","50208","","1b8ce163-58bf-b8dc-4f3f-53078b25b540","","","Pro Monthly","","No"
"Medicap Pharmacy #8066 Spearfish","Affiliate","Spearfish","SD","57783","","9c3e8568-ab99-1c80-d9d5-53078b027d02","","","","","No"
"Havamal Therapy","Affiliate","Austin","TX","78704","","a75d385a-d4eb-bd30-b238-520bebf1ae23","","","","","No"
"Austin Dental Care","Affiliate","Austin","TX","78746","","d8288353-bf11-01c1-f6e0-521760c1e654","","","","","No"
"Pexton HealthMart Pharmacy","Affiliate","Harlan","IA","51537","","2f1ca7be-e645-4d3b-1d87-51a62a89c27f","","","Pro Monthly","","Yes"
"Steve Levine, MD","Affiliate","","","","","e60723e6-55bc-5904-6ce8-50856da791ca","","","","","No"
"The Pharmacy","Affiliate","","","","","b4905ae3-d13c-c523-3c5e-546e5da77e62","","","","","No"
"Alwan Pharmacy","Affiliate","Peoria","IL","61604","","bd5f0244-822c-8d19-6279-52615b53adad","","","Pro Monthly","","Yes"
"Huan Pharmacy","Affiliate","Denver","CO","80219","","8abbe0d7-dde8-ef2d-3de8-535eb2ee813b","","","Website Only Monthly","","No"
"John's Pharmacy","Affiliate","Albany","LA","70711","","7128f6c2-14c6-2151-f891-52a9f3f42408","","","","","No"
"University Rx Sav-Mor Pharmacy","Affiliate","Troy","MI","48084","","11e2cb85-05ba-d963-41de-52b49ca68ebb","","","","","No"
"Advanced Health Pharmacy","Affiliate","Portage","Mi","49024","04/06/2015","56915cf7-c41d-f7f2-a76e-55228b080e9e","","","Digital Marketing (Base)","","Yes"
"Massachusetts Independent Pharmacists Association","Affiliate","Stoughton","MA","02072","","df0b81f2-4199-f01b-e193-526e8ab44bfa","","","","","No"
"Whysong's Pharmacy","Affiliate","New Paris","PA","15554","","b6f5ecb3-7ed7-148b-c1e2-52af60be7b4e","8148399997","","Mobile (Yearly)","","Yes"
"McLoud Clinic Pharmacy","Affiliate","McLoud","OK","74851","","a79c028d-3ab7-304a-c488-525c4a9b9bd6","","","Platinum Monthly","","Yes"
"West Haven Pharmacy","Affiliate","West Haven","CT","","09/10/2015","2eabf9f8-5c7e-8064-0c51-55ef37e649e0","2039347100","","Premier Monthly","","No"
"Dr. Brian Lawenda","Member","","","","","98859bbd-c5c6-8fff-421e-5074b9a7564a","","","","","No"
"Best Value Medical Center Pharmacy","Affiliate","Glen Rose","TX","76234","","63ab101d-3abf-2ba9-1b05-517a9d5cf040","","","Pro Monthly","","No"
"Doc's Drugs Manteno (child)","Affiliate","Manteno","IL","60950","","1514cf85-f5ff-b416-6eb3-524f10abae24","","","","","No"
"Vantage Oncology","Affiliate","Manhattan Beach","California","90266","","18720844-f234-4dcb-f8ff-507eb46d2c98","","","","","No"
"La Cubana Pharmacy & Discount","Affiliate","Miami","FL","33144","","8bd42bdd-0cf1-6942-7ac8-535975b0d0e3","","","Pro Monthly","","No"
"Baker's Pharmacy - (Child)","Affiliate","Crossett","AR","71635","","56b94b57-7af3-3b40-ea3e-529e46d55817","","","","","No"
"Feedly","Partner","","","","","bd37ddd8-9dbc-7d71-7d93-50a56def0537","","","","","No"
"The Medicine Shoppe #1670 Park Ridge","Affiliate","Park Ridge","IL","60068","","8ef90dc7-775b-bfe7-2049-53078b9eca7f","","","","","No"
"Manning Pharmacy","Affiliate","Manning","IA","51455","10/05/2015","5f67e35d-4e4b-d798-391d-53078b290893","7126552665","","","","No"
"Illuminations Counseling","Affiliate","Las Vegas","NV","89102","","cae53275-48ee-c298-8193-52700f830cc0","","","","","Yes"
"Downtown Drug","Affiliate","Seymour","MO","65746","","40f7389b-0b72-18c4-e84b-52bd1de63777","","","Pro Monthly","","Yes"
"Prescriptions Compounding & Pharmacy","Affiliate","Broken Arrow","OK","74012","","8626dc99-74f7-7bbe-08e4-51bf775f9d9e","","","Compounding+ Monthly","","Yes"
"Table Rock Pharmacy","Affiliate","Morganton","NC","28655","","823202da-8503-14ef-99ee-52d56425bfab","8284389355","","Mobile (Monthly)","","No"
"Oakland Pharmacy","Affiliate","Oakland","IA","51560","","a7e713df-02d9-d32e-17bc-5490a787962f","","","Prime Free NCPA Member Benefit","","Yes"
"Frank's Drug Store","Affiliate","Newfoundland","PA","18445","","320b8220-a955-8ca4-36d8-52b886d1ff32","","","","","No"
"Payless Family Pharmacy","Affiliate","Sparta","TN","38583","","493df152-3eab-432d-08e3-5261980ddfe1","9318363187","","Pro Monthly","","Yes"
"Access To Care, LLC","Affiliate","Muncie","IN","47304","04/02/2015","cf298ac0-3e67-e916-44fb-51e5d8e9243f","","","","","No"
"Mitchell's Main Street Pharmacy","Affiliate","Mountain View","AR","72560","","bd0dd61e-43a4-fc25-17de-51f7ea7c9a60","","","Premier Monthly","","Yes"
"Bruner Drugs","Affiliate","Carl Junction","MO","64834","","3de9fc15-57f9-6d5e-dc29-51b8a91e9634","","","","","Yes"
"Salisbury Pharmacy","Affiliate","Salisbury","CT","6068","","93f25223-6b20-2b6f-4145-51a8b701dbcc","","","Mobile (Monthly)","","Yes"
"Bainbridge Pharmacy","Affiliate","Bainbridge","GA","39819","","9e56c48b-dc4d-5ae0-7445-51b230ea99aa","","","Prime Free NCPA Member Benefit","","Yes"
"JR Pharmacy","Affiliate","Terre Haute","IN","47803-2661","07/14/2015","6ab606d6-c0ec-a2ed-a58f-55a3d2975231","8122348305","","Mobile (Monthly)","","No"
"Texas Psychological & Consultation Services","Affiliate","","","","","4f1e10ed-75c1-4f02-eff5-51154c41f3fc","","","","","Yes"
